1485371770378|105|53
1485371770490|106|55
1485371770548|108|33
1485371770649|107|46
1485371770659|102|28
1485371770737|103|66
1485371770817|104|55
1485371770817|101|66
1485371770848|100|59
1485371770957|105|49
1485371771088|106|60
1485371771167|108|32
1485371771210|107|51
1485371771219|102|32
1485371771318|103|66
1485371771347|101|63
1485371771388|104|55
1485371771437|100|61
1485371771558|105|50
1485371771639|106|63
1485371771737|108|34
1485371771778|107|47
1485371771827|102|32
1485371771877|103|71
1485371771947|104|60
1485371771958|101|66
1485371771997|100|63
1485371772179|105|55
1485371772237|106|67
1485371772309|108|39
1485371772347|107|49
1485371772408|103|71
1485371772437|102|34
1485371772549|104|62
1485371772559|101|66
1485371772577|100|66
1485371772738|105|56
1485371772839|106|67
1485371772877|107|51
1485371772928|108|38
1485371772999|102|38
1485371773017|103|69
1485371773107|104|57
1485371773148|101|65
1485371773148|100|61
1485371773338|105|53
1485371773368|106|65
1485371773409|107|47
1485371773539|108|37
1485371773539|102|41
1485371773568|103|64
1485371773639|104|54
1485371773678|101|61
1485371773739|100|57
1485371773919|105|49
1485371773957|106|70
1485371773969|107|44
1485371774119|102|36
1485371774139|108|33
1485371774149|103|68
1485371774198|104|50
1485371774288|100|57
1485371774298|101|65
1485371774489|105|53
1485371774550|106|75
1485371774569|107|40
1485371774698|102|38
1485371774698|103|64
1485371774727|108|32
1485371774818|104|49
1485371774858|101|61
1485371774898|100|57
1485371775079|106|74
1485371775109|105|50
1485371775128|107|44
1485371775249|102|38
1485371775269|103|69
1485371775278|108|31
1485371775389|104|48
1485371775398|101|64
1485371775489|100|58
1485371775618|106|77
1485371775658|107|45
1485371775669|105|53
1485371775787|102|36
1485371775809|108|32
1485371775809|103|68
1485371775929|101|67
1485371775989|104|48
1485371776099|100|55
1485371776189|106|75
1485371776198|107|43
1485371776287|105|55
1485371776329|102|35
1485371776339|108|35
1485371776389|103|70
1485371776478|101|65
1485371776548|104|51
1485371776659|100|57
1485371776730|106|80
1485371776739|107|44
1485371776877|105|53
1485371776887|102|39
1485371776919|108|39
1485371776947|103|75
1485371777019|101|70
1485371777089|104|55
1485371777209|100|57
1485371777279|107|46
1485371777279|106|75
1485371777409|105|50
1485371777419|102|42
1485371777467|108|40
1485371777537|103|76
1485371777569|101|66
1485371777647|104|52
1485371777769|100|52
1485371777829|106|79
1485371777869|107|48
1485371777969|105|54
1485371777989|102|38
1485371778007|108|45
1485371778068|103|76
1485371778168|101|64
1485371778198|104|47
1485371778199|104|46
1485371778299|100|55
1485371778429|106|76
1485371778459|107|43
1485371778499|105|56
1485371778528|102|33
1485371778549|108|41
1485371778680|103|81
1485371778759|101|60
1485371778789|104|41
1485371778828|100|50
1485371778999|106|80
1485371779049|107|48
1485371779089|105|59
1485371779098|108|40
1485371779098|102|31
1485371779208|103|82
1485371779337|101|61
1485371779387|104|43
1485371779448|100|52
1485371779589|106|80
1485371779659|107|45
1485371779659|105|63
1485371779687|108|40
1485371779687|102|36
1485371779826|103|77
1485371779919|101|66
1485371779936|104|46
1485371779988|100|49
1485371780179|107|50
1485371780179|106|84
1485371780256|105|60
1485371780299|108|43
1485371780309|102|37
1485371780408|103|78
1485371780479|104|51
1485371780526|101|62
1485371780568|100|52
1485371780769|107|45
1485371780797|106|89
1485371780869|105|61
1485371780869|108|46
1485371780907|102|36
1485371781017|104|52
1485371781028|103|79
1485371781077|101|60
1485371781150|100|56
1485371781339|106|91
1485371781387|107|46
1485371781398|105|66
1485371781438|108|46
1485371781448|102|39
1485371781578|104|53
1485371781616|101|63
1485371781616|101|51
1485371781647|103|76
1485371781699|100|61
1485371781938|106|91
1485371781948|107|45
1485371781978|105|66
1485371782029|102|34
1485371782048|108|46
1485371782199|104|55
1485371782237|101|50
1485371782267|103|80
1485371782320|100|58
1485371782537|105|69
1485371782547|106|87
1485371782558|107|40
1485371782598|108|49
1485371782618|102|38
1485371782768|101|45
1485371782777|104|53
1485371782879|103|75
1485371782879|100|63
1485371783087|106|83
1485371783099|105|69
1485371783128|107|38
1485371783139|108|51
1485371783216|102|35
1485371783329|104|57
1485371783376|101|43
1485371783419|103|70
1485371783437|100|65
1485371783639|105|67
1485371783687|108|55
1485371783699|106|81
1485371783706|107|40
1485371783768|102|36
1485371783937|104|53
1485371783958|103|66
1485371783988|101|46
1485371784059|100|62
1485371784226|105|70
1485371784238|106|81
1485371784298|108|59
1485371784298|107|43
1485371784389|102|36
1485371784390|102|64
1485371784508|104|56
1485371784518|101|42
1485371784549|103|64
1485371784608|100|64
1485371784768|106|77
1485371784799|105|75
1485371784848|108|64
1485371784878|107|45
1485371784947|103|35
1485371784999|102|69
1485371785047|104|53
1485371785098|101|41
1485371785219|100|62
1485371785359|106|77
1485371785388|105|75
1485371785417|107|41
1485371785447|108|63
1485371785508|103|30
1485371785536|102|74
1485371785658|104|57
1485371785679|101|43
1485371785829|100|59
1485371785887|106|79
1485371785928|105|74
1485371786019|107|46
1485371786056|108|59
1485371786129|103|25
1485371786149|102|74
1485371786248|104|60
1485371786269|101|43
1485371786409|106|79
1485371786418|100|63
1485371786458|105|76
1485371786578|107|51
1485371786678|108|59
1485371786738|102|77
1485371786749|103|22
1485371786818|104|64
1485371786889|101|40
1485371786938|106|81
1485371786978|100|61
1485371787049|105|80
1485371787118|107|49
1485371787279|103|23
1485371787288|108|61
1485371787308|102|72
1485371787408|104|59
1485371787448|101|36
1485371787469|106|76
1485371787589|105|85
1485371787599|100|57
1485371787669|107|53
1485371787826|102|77
1485371787837|103|23
1485371787907|108|66
1485371787979|101|36
1485371788008|106|71
1485371788018|104|62
1485371788149|100|53
1485371788208|105|86
1485371788218|107|49
1485371788418|103|21
1485371788429|102|73
1485371788506|101|36
1485371788527|108|66
1485371788556|104|66
1485371788567|106|76
1485371788768|100|50
1485371788797|107|54
1485371788808|105|88
1485371789027|103|25
1485371789027|102|76
1485371789099|104|69
1485371789108|106|80
1485371789119|108|62
1485371789127|101|40
1485371789376|100|54
1485371789387|107|56
1485371789428|105|85
1485371789608|103|22
1485371789626|104|69
1485371789638|102|76
1485371789696|101|43
1485371789696|106|85
1485371789717|108|66
1485371789929|107|56
1485371789958|105|89
1485371789958|105|64
1485371789978|100|54
1485371790157|103|27
1485371790188|104|74
1485371790188|102|72
1485371790226|106|81
1485371790269|101|38
1485371790318|108|70
1485371790496|107|56
1485371790549|100|54
1485371790577|105|62
1485371790748|103|31
1485371790787|102|68
1485371790787|106|77
1485371790798|104|70
1485371790869|101|33
1485371790917|108|69
1485371791107|107|59
1485371791169|100|59
1485371791176|105|59
1485371791329|106|78
1485371791347|103|26
1485371791368|104|70
1485371791387|102|70
1485371791406|101|31
1485371791528|108|70
1485371791638|107|61
1485371791698|100|58
1485371791788|105|61
1485371791916|106|78
1485371791938|102|74
1485371791938|104|75
1485371791967|103|21
1485371792017|101|31
1485371792127|108|70
1485371792227|100|54
1485371792248|107|62
1485371792326|105|64
1485371792497|104|80
1485371792536|103|17
1485371792536|106|78
1485371792546|102|73
1485371792578|101|28
1485371792716|108|75
1485371792828|100|58
1485371792856|107|62
1485371792887|105|62
1485371793038|104|79
1485371793067|103|18
1485371793097|106|79
1485371793128|101|26
1485371793167|102|68
1485371793318|108|78
1485371793389|107|61
1485371793428|100|55
1485371793457|105|67
1485371793576|104|74
1485371793636|103|17
1485371793656|106|75
1485371793666|101|27
1485371793698|102|67
1485371793918|108|74
1485371793918|107|56
1485371793988|105|67
1485371794006|100|56
1485371794188|104|76
1485371794218|103|12
1485371794218|101|26
1485371794268|106|72
1485371794308|102|70
1485371794496|108|72
1485371794526|107|58
1485371794598|100|61
1485371794608|105|62
1485371794718|104|75
1485371794768|103|10
1485371794808|101|21
1485371794849|102|74
1485371794858|106|72
1485371795048|107|54
1485371795057|108|72
1485371795158|105|62
1485371795177|100|59
1485371795258|104|76
1485371795367|102|73
1485371795376|103|12
1485371795428|106|73
1485371795428|101|17
1485371795628|108|76
1485371795658|107|58
1485371795687|105|65
1485371795798|100|60
1485371795807|104|80
1485371795927|102|68
1485371795957|103|17
1485371795987|101|21
1485371796017|106|69
1485371796188|107|62
1485371796216|105|66
1485371796238|108|80
1485371796368|100|62
1485371796408|104|84
1485371796507|102|70
1485371796518|103|21
1485371796538|101|17
1485371796609|106|74
1485371796757|107|61
1485371796796|105|61
1485371796816|108|76
1485371796928|100|62
1485371796978|104|83
1485371797099|101|14
1485371797099|103|23
1485371797108|102|71
1485371797187|106|76
1485371797326|107|58
1485371797379|108|73
1485371797387|105|65
1485371797517|100|65
1485371797568|104|84
1485371797626|103|18
1485371797678|101|16
1485371797678|102|66
1485371797797|106|72
1485371797878|107|60
1485371797938|108|70
1485371798008|105|61
1485371798118|100|66
1485371798188|104|83
1485371798197|103|15
1485371798207|102|69
1485371798247|101|19
1485371798358|106|71
1485371798479|107|58
1485371798528|108|71
1485371798587|105|58
1485371798718|104|83
1485371798727|100|64
1485371798737|103|19
1485371798786|101|20
1485371798798|102|70
1485371798917|106|66
1485371799008|107|58
1485371799098|108|76
1485371799196|105|58
1485371799288|100|65
1485371799296|104|83
1485371799328|101|16
1485371799328|102|68
1485371799336|103|17
1485371799478|106|62
1485371799558|107|58
1485371799688|108|77
1485371799727|105|63
1485371799868|104|81
1485371799868|100|70
1485371799876|103|14
1485371799876|102|63
1485371799918|101|11
1485371800088|106|58
1485371800096|107|63
1485371800248|108|78
1485371800268|105|62
1485371800408|100|72
1485371800408|102|68
1485371800427|104|79
1485371800427|104|85
1485371800487|103|9
1485371800495|101|9
1485371800648|107|63
1485371800708|106|54
1485371800788|108|73
1485371800848|105|60
1485371800937|100|77
1485371800977|102|73
1485371801007|104|82
1485371801087|103|7
1485371801117|101|9
1485371801248|107|61
1485371801277|106|59
1485371801337|108|69
1485371801408|105|58
1485371801467|100|76
1485371801548|102|77
1485371801548|104|87
1485371801607|103|11
1485371801668|101|4
1485371801858|107|59
1485371801888|106|54
1485371801926|108|71
1485371801936|105|57
1485371802047|100|73
1485371802085|102|80
1485371802118|104|90
1485371802186|103|10
1485371802287|101|1
1485371802417|107|59
1485371802478|108|67
1485371802497|106|51
1485371802526|105|52
1485371802637|102|81
1485371802637|100|78
1485371802698|104|94
1485371802808|103|9
1485371802877|101|-3
1485371803018|107|60
1485371803067|108|66
1485371803118|106|47
1485371803118|105|52
1485371803218|100|74
1485371803248|102|77
1485371803266|104|97
1485371803387|103|7
1485371803458|101|-6
1485371803609|107|62
1485371803626|108|69
1485371803708|106|43
1485371803717|105|51
1485371803808|100|74
1485371803821|104|96
1485371803858|102|78
1485371803978|103|6
1485371804078|101|-8
1485371804157|108|72
1485371804157|107|64
1485371804248|105|55
1485371804267|106|47
1485371804358|100|70
1485371804367|104|96
1485371804396|102|83
1485371804527|103|6
1485371804607|101|-6
1485371804728|108|72
1485371804736|107|62
1485371804788|105|53
1485371804876|106|42
1485371804897|104|92
1485371804915|100|72
1485371804925|102|84
1485371805058|103|2
1485371805157|101|-2
1485371805307|108|73
1485371805347|105|49
1485371805356|107|59
1485371805408|106|39
1485371805456|100|70
1485371805456|104|92
1485371805477|102|82
1485371805676|103|3
1485371805698|101|-6
1485371805896|105|54
1485371805917|108|69
1485371805948|107|62
1485371806017|106|37
1485371806055|104|97
1485371806065|100|68
1485371806077|102|77
1485371806226|101|-6
1485371806258|103|2
1485371806458|108|66
1485371806478|105|50
1485371806478|107|64
1485371806638|106|41
1485371806638|100|68
1485371806657|104|99
1485371806676|102|79
1485371806797|103|6
1485371806797|101|-9
1485371806798|101|84
1485371807005|108|62
1485371807057|105|54
1485371807057|107|64
1485371807239|106|44
1485371807239|100|69
1485371807248|104|94
1485371807278|102|79
1485371807327|103|11
1485371807348|101|85
1485371807568|108|58
1485371807637|107|68
1485371807666|105|54
1485371807808|100|67
1485371807827|106|47
1485371807836|104|89
1485371807866|103|9
1485371807887|101|82
1485371807895|102|81
1485371808168|108|58
1485371808256|107|65
1485371808268|105|54
1485371808336|100|71
1485371808388|104|86
1485371808438|106|43
1485371808438|101|87
1485371808456|103|4
1485371808498|102|81
1485371808708|108|58
1485371808847|107|68
1485371808876|105|50
1485371808876|100|74
1485371808945|104|85
1485371808996|106|47
1485371809027|101|84
1485371809027|102|80
1485371809046|103|3
1485371809315|108|56
1485371809377|107|67
1485371809397|100|78
1485371809438|105|51
1485371809526|106|47
1485371809567|104|83
1485371809587|102|76
1485371809587|103|6
1485371809637|101|81
1485371809897|108|60
1485371809926|100|77
1485371809997|107|63
1485371810035|105|54
1485371810056|106|43
1485371810118|104|81
1485371810146|102|73
1485371810158|103|3
1485371810218|101|86
1485371810495|108|63
1485371810528|100|72
1485371810537|107|66
1485371810628|105|57
1485371810658|106|41
1485371810695|102|75
1485371810695|104|86
1485371810737|103|2
1485371810767|101|84
1485371811058|108|62
1485371811136|107|68
1485371811136|100|70
1485371811187|105|58
1485371811227|104|89
1485371811227|106|39
1485371811307|102|72
1485371811345|101|84
1485371811345|103|5
1485371811588|108|64
1485371811698|100|65
1485371811737|105|63
1485371811755|106|36
1485371811755|107|72
1485371811787|104|87
1485371811887|101|80
1485371811887|102|73
1485371811897|103|7
1485371812137|108|60
1485371812317|100|60
1485371812326|105|65
1485371812347|107|71
1485371812347|106|31
1485371812408|104|86
1485371812456|103|9
1485371812456|101|85
1485371812486|102|68
1485371812486|102|-11
1485371812737|108|62
1485371812858|100|62
1485371812876|105|65
1485371812876|106|29
1485371812957|104|84
1485371812957|107|73
1485371813046|103|13
1485371813058|101|81
1485371813058|103|73
1485371813077|102|-12
1485371813328|108|62
1485371813386|100|59
1485371813415|105|68
1485371813415|106|26
1485371813538|107|74
1485371813546|104|82
1485371813597|101|79
1485371813606|103|74
1485371813656|102|-14
1485371813915|108|65
1485371813926|100|58
1485371814027|106|31
1485371814037|105|73
1485371814148|107|74
1485371814148|104|78
1485371814185|101|79
1485371814196|103|76
1485371814277|102|-9
1485371814456|100|57
1485371814517|108|67
1485371814636|106|36
1485371814636|105|76
1485371814697|104|81
1485371814716|101|78
1485371814725|103|72
1485371814756|107|78
1485371814867|102|-11
1485371815015|100|56
1485371815066|108|66
1485371815177|106|38
1485371815196|105|78
1485371815256|103|74
1485371815276|104|79
1485371815276|101|77
1485371815348|107|76
1485371815477|102|-12
1485371815548|100|57
1485371815626|108|64
1485371815718|106|40
1485371815726|105|81
1485371815796|103|77
1485371815807|101|77
1485371815856|104|76
1485371815886|107|74
1485371816047|102|-13
1485371816097|100|59
1485371816097|100|17
1485371816147|108|68
1485371816336|106|35
1485371816336|103|77
1485371816346|105|86
1485371816416|101|76
1485371816416|107|69
1485371816467|104|74
1485371816607|102|-11
1485371816676|108|64
1485371816697|100|18
1485371816867|103|72
1485371816887|105|82
1485371816945|106|40
1485371816997|101|78
1485371817006|107|69
1485371817006|104|78
1485371817206|102|-13
1485371817216|108|62
1485371817256|100|15
1485371817435|105|84
1485371817485|103|69
1485371817525|106|43
1485371817607|101|80
1485371817607|104|76
1485371817616|107|73
1485371817785|100|20
1485371817785|102|-8
1485371817836|108|59
1485371818016|103|65
1485371818046|105|86
1485371818107|106|38
1485371818166|101|75
1485371818177|104|75
1485371818235|107|69
1485371818326|100|19
1485371818375|102|-4
1485371818415|108|61
1485371818547|103|69
1485371818656|105|88
1485371818666|106|37
1485371818738|104|79
1485371818776|101|73
1485371818776|107|72
1485371818916|100|15
1485371818946|102|-9
1485371818975|108|60
1485371819127|103|72
1485371819185|105|89
1485371819257|106|32
1485371819308|101|75
1485371819345|104|75
1485371819367|107|77
1485371819457|100|10
1485371819497|102|-8
1485371819587|108|64
1485371819697|103|71
1485371819746|105|94
1485371819847|101|72
1485371819857|106|29
1485371819887|104|78
1485371819948|107|76
1485371819986|100|10
1485371820057|102|-4
1485371820137|108|67
1485371820246|103|75
1485371820335|105|97
1485371820387|101|72
1485371820417|106|29
1485371820435|104|81
1485371820527|107|78
1485371820557|100|5
1485371820586|102|-8
1485371820745|108|69
1485371820838|103|74
1485371820897|105|95
1485371820917|101|75
1485371820986|104|79
1485371821016|106|29
1485371821087|107|79
1485371821105|100|10
1485371821136|102|-3
1485371821275|108|64
1485371821428|103|71
1485371821448|101|76
1485371821467|105|96
1485371821556|106|30
1485371821556|104|78
1485371821606|107|81
1485371821677|102|0
1485371821726|100|14
1485371821807|108|61
1485371821987|103|72
1485371822016|101|79
1485371822057|105|95
1485371822097|104|75
1485371822156|106|34
1485371822177|107|82
1485371822277|102|-2
1485371822347|100|19
1485371822397|108|64
1485371822555|101|74
1485371822595|103|69
1485371822616|105|97
1485371822638|104|77
1485371822638|104|58
1485371822687|106|36
1485371822735|107|78
1485371822805|102|-1
1485371822917|100|19
1485371823016|108|61
1485371823106|101|72
1485371823158|105|95
1485371823165|104|58
1485371823218|103|64
1485371823297|106|40
1485371823326|107|79
1485371823407|102|1
1485371823487|100|23
1485371823627|108|62
1485371823686|101|67
1485371823737|105|94
1485371823737|105|72
1485371823786|104|54
1485371823797|103|69
1485371823825|106|38
1485371823886|107|82
1485371824008|102|5
1485371824107|100|24
1485371824198|108|66
1485371824217|101|70
1485371824337|105|68
1485371824376|103|73
1485371824376|104|59
1485371824397|106|40
1485371824445|107|79
1485371824617|102|0
1485371824637|100|26
1485371824787|108|62
1485371824815|101|75
1485371824927|105|70
1485371824966|103|76
1485371824975|104|64
1485371824984|106|45
1485371825045|107|82
1485371825216|100|29
1485371825236|102|-5
1485371825316|108|61
1485371825397|101|80
1485371825466|105|72
1485371825505|104|64
1485371825577|103|79
1485371825598|106|43
1485371825656|107|77
1485371825787|100|32
1485371825787|102|-4
1485371825926|108|57
1485371825997|101|83
1485371826006|105|77
1485371826127|104|65
1485371826137|103|83
1485371826187|106|38
1485371826216|107|73
1485371826307|102|-6
1485371826347|100|33
1485371826466|108|53
1485371826536|105|77
1485371826567|101|86
1485371826685|103|86
1485371826697|104|62
1485371826716|106|33
1485371826776|107|69
1485371826876|100|34
1485371826895|102|-8
1485371827007|108|49
1485371827147|105|72
1485371827186|101|84
1485371827246|104|59
1485371827256|103|83
1485371827285|106|28
1485371827337|107|67
1485371827437|100|32
1485371827517|102|-13
1485371827606|108|45
1485371827676|105|75
1485371827796|101|85
1485371827837|103|86
1485371827857|104|60
1485371827877|106|27
1485371827887|107|63
1485371827967|100|30
1485371828117|102|-11
1485371828204|105|80
1485371828204|108|45
1485371828417|101|81
1485371828425|104|55
1485371828455|103|91
1485371828466|106|31
1485371828466|107|64
1485371828557|100|25
1485371828746|102|-7
1485371828817|108|48
1485371828817|105|85
1485371828977|104|50
1485371828977|101|76
1485371828996|107|67
1485371829027|106|31
1485371829035|103|88
1485371829098|100|25
1485371829307|102|-3
1485371829395|105|84
1485371829426|108|45
1485371829545|101|72
1485371829574|106|35
1485371829587|107|70
1485371829597|104|52
1485371829646|103|90
1485371829657|100|24
1485371829887|102|-6
1485371829946|105|79
1485371829975|108|48
1485371830115|106|40
1485371830126|104|53
1485371830166|101|76
1485371830186|103|94
1485371830207|107|69
1485371830208|107|92
1485371830236|100|25
1485371830475|105|74
1485371830486|102|-4
1485371830506|108|51
1485371830644|106|37
1485371830717|101|81
1485371830717|104|52
1485371830737|107|87
1485371830755|103|93
1485371830785|100|26
1485371831015|102|-4
1485371831044|105|77
1485371831075|108|56
1485371831224|106|42
1485371831285|107|83
1485371831285|101|77
1485371831295|104|55
1485371831367|103|93
1485371831407|100|30
1485371831596|102|0
1485371831615|108|54
1485371831615|105|81
1485371831816|106|40
1485371831826|101|73
1485371831827|101|68
1485371831846|107|82
1485371831846|104|59
1485371831937|100|27
1485371831966|103|88
1485371832145|105|80
1485371832184|108|54
1485371832205|102|0
1485371832397|101|72
1485371832416|106|42
1485371832426|107|80
1485371832466|104|59
1485371832507|100|27
1485371832537|103|93
1485371832697|105|83
1485371832736|108|54
1485371832806|102|0
1485371832946|106|45
1485371832997|101|71
1485371833006|107|75
1485371833036|104|57
1485371833087|103|96
1485371833104|100|22
1485371833246|105|79
1485371833315|108|52
1485371833425|102|2
1485371833535|106|49
1485371833555|101|71
1485371833577|107|79
1485371833607|103|97
1485371833644|104|60
1485371833726|100|20
1485371833804|105|82
1485371833914|108|48
1485371833975|102|5
1485371834097|106|44
1485371834126|101|71
1485371834166|107|84
1485371834195|104|62
1485371834225|103|97
1485371834347|105|79
1485371834347|100|18
1485371834477|108|46
1485371834596|102|1
1485371834686|106|40
1485371834747|104|57
1485371834747|101|67
1485371834777|103|99
1485371834777|107|84
1485371834927|100|14
1485371834965|105|78
1485371835035|108|50
1485371835206|102|-1
1485371835224|106|39
1485371835275|101|71
1485371835336|103|97
1485371835355|104|61
1485371835387|107|80
1485371835507|100|16
1485371835577|105|82
1485371835596|108|52
1485371835776|106|36
1485371835796|102|-2
1485371835895|103|96
1485371835895|101|70
1485371835916|107|81
1485371835965|104|64
1485371836107|100|13
1485371836127|108|51
1485371836196|105|81
1485371836357|106|37
1485371836387|102|-6
1485371836477|103|99
1485371836477|101|74
1485371836486|107|79
1485371836576|104|64
1485371836656|108|49
1485371836716|100|11
1485371836786|105|84
1485371836947|106|33
1485371837007|102|-11
1485371837027|101|74
1485371837044|107|81
1485371837096|103|95
1485371837175|104|61
1485371837206|108|53
1485371837255|100|6
1485371837317|105|88
1485371837544|106|33
1485371837586|101|77
1485371837596|102|-7
1485371837606|107|79
1485371837616|103|91
1485371837756|108|48
1485371837774|104|57
1485371837796|100|11
1485371837876|105|83
1485371838146|107|77
1485371838166|101|81
1485371838166|106|38
1485371838195|103|88
1485371838206|102|-10
1485371838286|108|53
1485371838354|104|54
1485371838395|100|8
1485371838416|105|87
1485371838696|106|35
1485371838754|107|80
1485371838766|102|-7
1485371838775|101|78
1485371838816|103|89
1485371838887|108|53
1485371838957|105|90
1485371838976|100|6
1485371838976|104|53
1485371839226|106|34
1485371839327|102|-2
1485371839327|101|78
1485371839375|107|83
1485371839385|103|88
1485371839495|108|50
1485371839505|104|49
1485371839566|105|91
1485371839577|100|11
1485371839785|106|34
1485371839866|102|-4
1485371839896|101|79
1485371839906|107|80
1485371839925|103|86
1485371840036|104|51
1485371840064|108|53
1485371840116|105|91
1485371840165|100|15
1485371840326|106|39
1485371840425|101|82
1485371840437|102|-8
1485371840456|107|77
1485371840507|103|81
1485371840596|108|50
1485371840636|104|54
1485371840706|105|91
1485371840715|100|16
1485371840946|106|41
1485371840967|101|85
1485371840975|102|-7
1485371840975|102|75
1485371841017|107|74
1485371841106|103|79
1485371841146|108|46
1485371841195|104|57
1485371841256|100|12
1485371841265|105|94
1485371841504|101|84
1485371841526|106|44
1485371841534|102|70
1485371841567|107|71
1485371841595|103|-9
1485371841686|108|44
1485371841735|104|53
1485371841874|100|7
1485371841887|105|92
1485371842057|106|40
1485371842065|101|87
1485371842095|102|71
1485371842146|107|68
1485371842184|103|-11
1485371842265|108|40
1485371842336|104|57
1485371842424|105|91
1485371842457|100|5
1485371842635|102|71
1485371842645|101|84
1485371842665|106|45
1485371842736|107|65
1485371842796|103|-10
1485371842814|108|42
1485371842894|104|56
1485371842956|105|96
1485371843067|100|0
1485371843187|101|87
1485371843226|102|75
1485371843234|106|40
1485371843266|107|69
1485371843355|108|40
1485371843407|103|-11
1485371843465|104|60
1485371843477|105|101
1485371843625|100|-2
1485371843776|102|79
1485371843804|106|41
